"id","nama_jalan","foto_path","latitude","longitude","created_at","statuslaporan"
"2093","Jl. Pertanian Sentra Batik Kapetakan KM 18 Blok A-14","uploads/cirebon2026/laporan_kapetakan_2092.jpg","-6.6004398","108.534869","2025-07-24 09:07:53","selesai"
"2094","Jl. Pasar SMP Lemahabang KM 12 Blok D-34","uploads/cirebon2026/laporan_lemahabang_2093.jpg","-6.8146108","108.6229453","2024-05-23 02:17:30","diterima"
"2095","Jl. Kabupaten Gudang Garam Losari KM 2 Blok A-37","uploads/cirebon2026/laporan_losari_2094.jpg","-6.8632082","108.7896112","2024-01-19 04:31:17","diterima"
"2096","Jl. Penghubung Kantor Kecamatan Karangsembung KM 1 Blok C-58","uploads/cirebon2026/laporan_karangsembung_2095.jpg","-6.8379619","108.6553506","2025-04-19 13:12:53","diperbaiki"
"2097","Jl. Irigasi Tambak Klangenan KM 2 Blok C-16","uploads/cirebon2026/laporan_klangenan_2096.jpg","-6.7093922","108.4431452","2025-12-31 11:10:40","diterima"
"2098","Jl. Penghubung Pelabuhan Panguragan KM 14 Blok C-31","uploads/cirebon2026/laporan_panguragan_2097.jpg","-6.6527148","108.4644691","2026-02-16 19:03:07","selesai"
"2099","Jl. Desa Sawah Babakan KM 8 Blok G-68","uploads/cirebon2026/laporan_babakan_2098.jpg","-6.8735418","108.7190652","2026-02-02 20:01:12","diperbaiki"
"2100","Jl. Kabupaten Tanggul Dukupuntang KM 4 Blok H-46","uploads/cirebon2026/laporan_dukupuntang_2099.jpg","-6.7530463","108.4442956","2024-08-22 15:40:39","diterima"
"2101","Jl. Pasar Pasar Suranenggala KM 7 Blok H-47","uploads/cirebon2026/laporan_suranenggala_2100.jpg","-6.6464342","108.5133821","2024-05-30 06:28:56","diterima"
"2102","Jl. Irigasi Tambak Dukupuntang KM 7 Blok H-17","uploads/cirebon2026/laporan_dukupuntang_2101.jpg","-6.7608177","108.425809","2025-09-24 18:01:02","diterima"
"2103","Jl. Irigasi SMP Gunungjati KM 3 Blok H-29","uploads/cirebon2026/laporan_gunungjati_2102.jpg","-6.6626802","108.5491561","2024-06-10 13:14:01","ditolak"
"2104","Jl. Lingkungan Tambak Gempol KM 4 Blok D-30","uploads/cirebon2026/laporan_gempol_2103.jpg","-6.7217153","108.3869213","2024-12-16 01:39:57","diterima"
"2105","Jl. Pesisir Terminal Tengah Tani KM 1 Blok G-33","uploads/cirebon2026/laporan_tengah_tani_2104.jpg","-6.6947404","108.5211178","2024-05-06 18:26:04","diperbaiki"
"2106","Jl. Lingkungan Tanggul Gempol KM 18 Blok A-64","uploads/cirebon2026/laporan_gempol_2105.jpg","-6.7093139","108.3889596","2024-12-22 08:05:57","ditolak"
"2107","Jl. Pesisir Alun-alun Plered KM 8 Blok E-68","uploads/cirebon2026/laporan_plered_2106.jpg","-6.7062869","108.5158776","2024-01-11 18:14:45","selesai"
"2108","Jl. Lingkungan Puskesmas Greged KM 18 Blok D-6","uploads/cirebon2026/laporan_greged_2107.jpg","-6.8219185","108.5647841","2024-12-02 23:07:15","ditolak"
"2109","Jl. Penghubung Stasiun Karangsembung KM 12 Blok F-87","uploads/cirebon2026/laporan_karangsembung_2108.jpg","-6.8549113","108.63203","2026-04-22 23:12:08","diperbaiki"
"2110","Jl. Raya Terminal Ciwaringin KM 11 Blok H-6","uploads/cirebon2026/laporan_ciwaringin_2109.jpg","-6.705718","108.3893184","2024-09-12 00:33:52","diterima"
"2111","Jl. Penghubung Tanggul Weru KM 12 Blok H-75","uploads/cirebon2026/laporan_weru_2110.jpg","-6.7104415","108.5136292","2025-10-21 00:26:25","diperbaiki"
"2112","Jl. Raya Perumahan Jamblang KM 3 Blok B-87","uploads/cirebon2026/laporan_jamblang_2111.jpg","-6.7015582","108.4506156","2025-12-22 06:19:34","selesai"
"2113","Jl. Desa Terminal Astanajapura KM 17 Blok A-64","uploads/cirebon2026/laporan_astanajapura_2112.jpg","-6.786711","108.6107896","2025-09-21 02:59:36","diterima"
"2114","Jl. Irigasi Lapangan Beber KM 12 Blok B-11","uploads/cirebon2026/laporan_beber_2113.jpg","-6.7986494","108.5171011","2025-06-01 08:07:20","diterima"
"2115","Jl. Lingkungan Pelabuhan Panguragan KM 18 Blok C-74","uploads/cirebon2026/laporan_panguragan_2114.jpg","-6.6566123","108.4617598","2024-03-17 17:46:19","diperbaiki"
"2116","Jl. Pasar Stasiun Babakan KM 1 Blok D-33","uploads/cirebon2026/laporan_babakan_2115.jpg","-6.883761","108.7162516","2025-04-08 11:37:56","selesai"
"2117","Jl. Kabupaten Jembatan Pasaleman KM 4 Blok G-84","uploads/cirebon2026/laporan_pasaleman_2116.jpg","-6.9406473","108.7599955","2024-07-23 04:22:51","ditolak"
"2118","Jl. Pertanian Perumahan Tengah Tani KM 11 Blok H-79","uploads/cirebon2026/laporan_tengah_tani_2117.jpg","-6.6934857","108.5214931","2026-03-17 17:46:32","selesai"
"2119","Jl. Raya Makam Sunan Arjawinangun KM 8 Blok C-19","uploads/cirebon2026/laporan_arjawinangun_2118.jpg","-6.6349428","108.429002","2026-03-09 16:30:03","diterima"
"2120","Jl. Pasar Lapangan Gegesik KM 11 Blok F-56","uploads/cirebon2026/laporan_gegesik_2119.jpg","-6.5784655","108.414614","2025-08-12 08:32:01","selesai"
"2121","Jl. Pasar Tambak Ciwaringin KM 5 Blok D-79","uploads/cirebon2026/laporan_ciwaringin_2120.jpg","-6.6968604","108.3809628","2024-12-12 12:05:56","diterima"
"2122","Jl. Desa Sentra Batik Sumber KM 2 Blok D-14","uploads/cirebon2026/laporan_sumber_2121.jpg","-6.7680537","108.4761326","2024-09-28 06:40:56","diperbaiki"
"2123","Jl. Irigasi Makam Sunan Plered KM 17 Blok G-71","uploads/cirebon2026/laporan_plered_2122.jpg","-6.6899593","108.4974468","2025-10-11 15:28:46","diperbaiki"
"2124","Jl. Penghubung Puskesmas Susukanlebak KM 13 Blok A-74","uploads/cirebon2026/laporan_susukanlebak_2123.jpg","-6.8271469","108.5937526","2025-03-06 00:47:37","selesai"
"2125","Jl. Sekolah Gudang Garam Waled KM 18 Blok H-57","uploads/cirebon2026/laporan_waled_2124.jpg","-6.9161925","108.6383397","2024-10-22 08:09:53","diterima"
"2126","Jl. Kabupaten Jembatan Pabedilan KM 4 Blok G-59","uploads/cirebon2026/laporan_pabedilan_2125.jpg","-6.9068611","108.827397","2025-11-16 17:20:49","diperbaiki"
"2127","Jl. Kabupaten Pelabuhan Jamblang KM 4 Blok E-95","uploads/cirebon2026/laporan_jamblang_2126.jpg","-6.7101659","108.464899","2025-10-24 13:12:22","selesai"
"2128","Jl. Raya Tambak Ciledug KM 15 Blok G-92","uploads/cirebon2026/laporan_ciledug_2127.jpg","-6.8949246","108.7461623","2025-02-28 21:59:54","selesai"
"2129","Jl. Irigasi SMP Talun KM 2 Blok G-64","uploads/cirebon2026/laporan_talun_2128.jpg","-6.7506588","108.523331","2025-07-11 09:45:05","diterima"
"2130","Jl. Sekolah Pasar Gegesik KM 1 Blok H-96","uploads/cirebon2026/laporan_gegesik_2129.jpg","-6.5704937","108.4188036","2024-10-01 15:46:03","selesai"
"2131","Jl. Pesisir Gudang Garam Susukanlebak KM 16 Blok F-64","uploads/cirebon2026/laporan_susukanlebak_2130.jpg","-6.824105","108.6007241","2024-05-29 06:12:44","ditolak"
"2132","Jl. Pesisir Lapangan Gunungjati KM 11 Blok C-18","uploads/cirebon2026/laporan_gunungjati_2131.jpg","-6.6818173","108.5502918","2025-09-17 23:08:06","diperbaiki"
"2133","Jl. Pasar Balai Desa Sumber KM 8 Blok C-98","uploads/cirebon2026/laporan_sumber_2132.jpg","-6.7518904","108.483705","2024-04-17 09:05:22","diterima"
"2134","Jl. Pesisir Pasar Plumbon KM 15 Blok F-46","uploads/cirebon2026/laporan_plumbon_2133.jpg","-6.6993071","108.481245","2026-01-01 16:23:51","ditolak"
"2135","Jl. Pesisir Kantor Kecamatan Arjawinangun KM 17 Blok G-91","uploads/cirebon2026/laporan_arjawinangun_2134.jpg","-6.6546555","108.4044843","2026-04-17 17:20:28","diterima"
"2136","Jl. Lingkungan Gudang Garam Jamblang KM 3 Blok E-88","uploads/cirebon2026/laporan_jamblang_2135.jpg","-6.6961704","108.4433117","2025-10-31 11:43:50","diterima"
"2137","Jl. Irigasi SMP Tengah Tani KM 5 Blok D-27","uploads/cirebon2026/laporan_tengah_tani_2136.jpg","-6.6997181","108.5227619","2025-04-14 15:43:57","selesai"
"2138","Jl. Pesisir Gudang Garam Ciledug KM 10 Blok B-85","uploads/cirebon2026/laporan_ciledug_2137.jpg","-6.9122794","108.7571147","2025-04-29 20:22:05","selesai"
"2139","Jl. Irigasi Pelabuhan Suranenggala KM 16 Blok E-39","uploads/cirebon2026/laporan_suranenggala_2138.jpg","-6.6311121","108.5068808","2024-12-14 11:45:28","diperbaiki"
"2140","Jl. Desa Sawah Gebang KM 15 Blok H-43","uploads/cirebon2026/laporan_gebang_2139.jpg","-6.8386906","108.725184","2026-04-21 16:35:45","ditolak"
"2141","Jl. Pesisir Alun-alun Gebang KM 18 Blok E-15","uploads/cirebon2026/laporan_gebang_2140.jpg","-6.833543","108.720787","2025-07-29 00:24:40","diperbaiki"
"2142","Jl. Raya Stasiun Pasaleman KM 6 Blok B-87","uploads/cirebon2026/laporan_pasaleman_2141.jpg","-6.9263675","108.77128","2024-05-22 23:49:44","diterima"
"2143","Jl. Pesisir Perumahan Karangsembung KM 18 Blok D-25","uploads/cirebon2026/laporan_karangsembung_2142.jpg","-6.8495429","108.6492844","2024-12-31 13:09:46","diterima"
"2144","Jl. Desa Pasar Waled KM 18 Blok E-61","uploads/cirebon2026/laporan_waled_2143.jpg","-6.9197","108.6405648","2026-02-02 10:16:10","diperbaiki"
"2145","Jl. Penghubung Puskesmas Pangenan KM 17 Blok E-20","uploads/cirebon2026/laporan_pangenan_2144.jpg","-6.8003072","108.6909083","2024-05-18 08:19:33","selesai"
"2146","Jl. Pasar Masjid Agung Sumber KM 1 Blok G-15","uploads/cirebon2026/laporan_sumber_2145.jpg","-6.7552773","108.4784393","2025-06-25 04:38:02","diterima"
"2147","Jl. Pasar Pasar Plumbon KM 13 Blok F-37","uploads/cirebon2026/laporan_plumbon_2146.jpg","-6.6998443","108.4834524","2025-10-09 04:40:29","diperbaiki"
"2148","Jl. Desa SMP Talun KM 14 Blok F-83","uploads/cirebon2026/laporan_talun_2147.jpg","-6.7543506","108.5128079","2025-06-03 14:58:35","selesai"
"2149","Jl. Lingkungan Tambak Tengah Tani KM 11 Blok D-5","uploads/cirebon2026/laporan_tengah_tani_2148.jpg","-6.6976687","108.5256006","2024-11-02 13:25:16","diterima"
"2150","Jl. Pesisir Makam Sunan Gunungjati KM 5 Blok B-73","uploads/cirebon2026/laporan_gunungjati_2149.jpg","-6.6659613","108.5529812","2024-06-21 11:49:44","diperbaiki"
"2151","Jl. Pesisir Sentra Batik Arjawinangun KM 9 Blok B-24","uploads/cirebon2026/laporan_arjawinangun_2150.jpg","-6.6465882","108.4054264","2025-05-21 07:27:23","diterima"
"2152","Jl. Lingkungan Balai Desa Babakan KM 2 Blok E-95","uploads/cirebon2026/laporan_babakan_2151.jpg","-6.8779141","108.7174121","2025-08-10 09:58:37","diterima"
"2153","Jl. Irigasi Makam Sunan Pabuaran KM 8 Blok B-21","uploads/cirebon2026/laporan_pabuaran_2152.jpg","-6.8829575","108.6894445","2025-12-29 15:13:03","ditolak"
"2154","Jl. Desa SMA Waled KM 11 Blok A-17","uploads/cirebon2026/laporan_waled_2153.jpg","-6.9191126","108.639108","2024-05-27 01:16:12","diterima"
"2155","Jl. Irigasi Makam Sunan Kedawung KM 10 Blok A-9","uploads/cirebon2026/laporan_kedawung_2154.jpg","-6.7278131","108.542392","2025-08-12 20:22:48","ditolak"
"2156","Jl. Kabupaten Puskesmas Pabedilan KM 13 Blok C-10","uploads/cirebon2026/laporan_pabedilan_2155.jpg","-6.9047427","108.8296066","2024-05-18 02:50:20","diperbaiki"
"2157","Jl. Sekolah Tambak Kedawung KM 5 Blok G-55","uploads/cirebon2026/laporan_kedawung_2156.jpg","-6.725619","108.5356188","2024-08-16 21:04:16","diperbaiki"
"2158","Jl. Lingkungan Puskesmas Sedong KM 14 Blok D-42","uploads/cirebon2026/laporan_sedong_2157.jpg","-6.8638529","108.535284","2025-10-07 16:51:41","diterima"
"2159","Jl. Kabupaten Tambak Palimanan KM 13 Blok H-89","uploads/cirebon2026/laporan_palimanan_2158.jpg","-6.7171775","108.4267649","2024-09-24 14:24:32","diperbaiki"
"2160","Jl. Penghubung SMP Kapetakan KM 9 Blok H-13","uploads/cirebon2026/laporan_kapetakan_2159.jpg","-6.5928627","108.5364133","2024-04-14 04:39:02","selesai"
"2161","Jl. Desa Tambak Ciwaringin KM 2 Blok F-11","uploads/cirebon2026/laporan_ciwaringin_2160.jpg","-6.7039621","108.3995049","2025-10-01 13:08:25","ditolak"
"2162","Jl. Pertanian Lapangan Ciledug KM 3 Blok C-75","uploads/cirebon2026/laporan_ciledug_2161.jpg","-6.909443","108.7505245","2025-07-27 09:58:48","diterima"
"2163","Jl. Irigasi Perumahan Suranenggala KM 1 Blok E-51","uploads/cirebon2026/laporan_suranenggala_2162.jpg","-6.6366945","108.5239638","2024-01-28 20:20:37","selesai"
"2164","Jl. Penghubung SMA Susukan KM 7 Blok D-84","uploads/cirebon2026/laporan_susukan_2163.jpg","-6.622435","108.3894833","2025-08-03 00:14:49","diterima"
"2165","Jl. Pesisir Perumahan Pasaleman KM 1 Blok E-57","uploads/cirebon2026/laporan_pasaleman_2164.jpg","-6.9334999","108.7727204","2024-06-02 21:06:53","diperbaiki"
"2166","Jl. Pertanian Terminal Pabedilan KM 7 Blok H-40","uploads/cirebon2026/laporan_pabedilan_2165.jpg","-6.9026615","108.8099135","2024-07-13 02:28:28","selesai"
"2167","Jl. Pertanian Balai Desa Gunungjati KM 13 Blok A-95","uploads/cirebon2026/laporan_gunungjati_2166.jpg","-6.6825069","108.5484416","2024-08-21 13:16:13","diterima"
"2168","Jl. Penghubung SMP Karangwareng KM 10 Blok A-81","uploads/cirebon2026/laporan_karangwareng_2167.jpg","-6.8512212","108.5962182","2024-06-04 20:57:12","diperbaiki"
"2169","Jl. Lingkungan Makam Sunan Weru KM 4 Blok H-20","uploads/cirebon2026/laporan_weru_2168.jpg","-6.7092956","108.5144154","2026-02-17 23:54:28","diterima"
"2170","Jl. Pesisir Sawah Karangsembung KM 14 Blok A-54","uploads/cirebon2026/laporan_karangsembung_2169.jpg","-6.8586931","108.6381756","2024-03-03 02:53:09","diterima"
"2171","Jl. Pertanian Makam Sunan Kedawung KM 8 Blok D-72","uploads/cirebon2026/laporan_kedawung_2170.jpg","-6.7298079","108.532268","2024-01-31 02:00:19","selesai"
"2172","Jl. Lingkungan Pelabuhan Plumbon KM 15 Blok A-69","uploads/cirebon2026/laporan_plumbon_2171.jpg","-6.7114961","108.4860917","2024-11-16 03:35:46","diperbaiki"
"2173","Jl. Sekolah Lapangan Kapetakan KM 5 Blok A-79","uploads/cirebon2026/laporan_kapetakan_2172.jpg","-6.5988516","108.5356213","2025-12-31 17:58:20","ditolak"
"2174","Jl. Lingkungan Jembatan Plumbon KM 18 Blok B-46","uploads/cirebon2026/laporan_plumbon_2173.jpg","-6.700645","108.4796573","2025-07-18 01:38:57","selesai"
"2175","Jl. Pesisir Alun-alun Karangsembung KM 6 Blok H-58","uploads/cirebon2026/laporan_karangsembung_2174.jpg","-6.8523725","108.6335697","2025-10-29 23:44:04","diterima"
"2176","Jl. Irigasi Perumahan Jamblang KM 10 Blok H-94","uploads/cirebon2026/laporan_jamblang_2175.jpg","-6.6995067","108.4496115","2025-09-11 04:13:03","ditolak"
"2177","Jl. Penghubung Puskesmas Plered KM 8 Blok E-89","uploads/cirebon2026/laporan_plered_2176.jpg","-6.7027676","108.5017517","2025-12-08 07:35:23","ditolak"
"2178","Jl. Pertanian Lapangan Ciwaringin KM 7 Blok E-76","uploads/cirebon2026/laporan_ciwaringin_2177.jpg","-6.696866","108.3983302","2025-11-10 10:24:09","ditolak"
"2179","Jl. Pasar SMA Weru KM 6 Blok A-37","uploads/cirebon2026/laporan_weru_2178.jpg","-6.6997437","108.513832","2026-04-25 17:09:45","diterima"
"2180","Jl. Raya Masjid Agung Talun KM 14 Blok H-35","uploads/cirebon2026/laporan_talun_2179.jpg","-6.7577627","108.5291637","2024-12-09 23:04:00","diterima"
"2181","Jl. Raya Alun-alun Pangenan KM 9 Blok B-57","uploads/cirebon2026/laporan_pangenan_2180.jpg","-6.8108699","108.6994106","2025-03-09 20:28:51","diterima"
"2182","Jl. Desa Pasar Tengah Tani KM 18 Blok C-7","uploads/cirebon2026/laporan_tengah_tani_2181.jpg","-6.7010574","108.5189018","2025-05-22 05:08:00","diterima"
"2183","Jl. Pesisir Pelabuhan Kaliwedi KM 8 Blok D-57","uploads/cirebon2026/laporan_kaliwedi_2182.jpg","-6.6049272","108.3879849","2026-02-03 18:36:32","selesai"
"2184","Jl. Raya Sawah Kedawung KM 13 Blok E-47","uploads/cirebon2026/laporan_kedawung_2183.jpg","-6.7135336","108.5358277","2024-01-11 08:41:03","selesai"
"2185","Jl. Kabupaten Lapangan Dukupuntang KM 15 Blok F-14","uploads/cirebon2026/laporan_dukupuntang_2184.jpg","-6.7662508","108.4371504","2024-05-12 07:17:25","diterima"
"2186","Jl. Lingkungan Balai Desa Plumbon KM 6 Blok F-34","uploads/cirebon2026/laporan_plumbon_2185.jpg","-6.6961366","108.4931358","2024-04-17 08:18:56","selesai"
"2187","Jl. Kabupaten Jembatan Dukupuntang KM 11 Blok D-63","uploads/cirebon2026/laporan_dukupuntang_2186.jpg","-6.7653979","108.4395802","2025-05-20 16:58:29","diterima"
"2188","Jl. Desa Tanggul Waled KM 6 Blok E-46","uploads/cirebon2026/laporan_waled_2187.jpg","-6.9108798","108.6350402","2024-03-09 19:04:07","selesai"
"2189","Jl. Raya Pasar Gempol KM 13 Blok B-69","uploads/cirebon2026/laporan_gempol_2188.jpg","-6.7226229","108.3859853","2025-09-20 03:13:23","diperbaiki"
"2190","Jl. Kabupaten Alun-alun Gebang KM 12 Blok F-45","uploads/cirebon2026/laporan_gebang_2189.jpg","-6.8323831","108.7151369","2024-10-27 11:49:16","diperbaiki"
"2191","Jl. Sekolah Sentra Batik Klangenan KM 5 Blok B-28","uploads/cirebon2026/laporan_klangenan_2190.jpg","-6.7205326","108.4347246","2026-03-21 04:31:08","diterima"
"2192","Jl. Lingkungan Pasar Mundu KM 1 Blok B-36","uploads/cirebon2026/laporan_mundu_2191.jpg","-6.7788113","108.6067297","2024-10-10 08:29:37","diterima"
"2193","Jl. Kabupaten Balai Desa Arjawinangun KM 13 Blok F-22","uploads/cirebon2026/laporan_arjawinangun_2192.jpg","-6.6482321","108.4183585","2026-04-21 06:21:32","selesai"
"2194","Jl. Sekolah SMP Karangwareng KM 6 Blok A-82","uploads/cirebon2026/laporan_karangwareng_2193.jpg","-6.8572601","108.5855228","2026-04-05 07:40:32","diterima"
"2195","Jl. Pertanian Kantor Kecamatan Astanajapura KM 5 Blok E-92","uploads/cirebon2026/laporan_astanajapura_2194.jpg","-6.7868511","108.6296371","2024-08-25 00:41:05","diterima"
"2196","Jl. Raya Tambak Ciwaringin KM 2 Blok H-40","uploads/cirebon2026/laporan_ciwaringin_2195.jpg","-6.7151245","108.3846762","2024-02-01 18:15:28","diterima"
"2197","Jl. Sekolah Tanggul Karangsembung KM 16 Blok G-59","uploads/cirebon2026/laporan_karangsembung_2196.jpg","-6.8467546","108.6314853","2024-11-07 01:44:23","diterima"
"2198","Jl. Raya Perumahan Sedong KM 17 Blok E-32","uploads/cirebon2026/laporan_sedong_2197.jpg","-6.8579653","108.5427024","2024-10-18 05:38:53","selesai"
"2199","Jl. Lingkungan Gudang Garam Depok KM 4 Blok B-25","uploads/cirebon2026/laporan_depok_2198.jpg","-6.7114478","108.4570682","2026-03-12 22:35:49","diterima"
"2200","Jl. Penghubung Alun-alun Gegesik KM 12 Blok H-85","uploads/cirebon2026/laporan_gegesik_2199.jpg","-6.5727869","108.4175746","2024-11-04 13:40:01","diperbaiki"
"2201","Jl. Kabupaten Pasar Susukan KM 10 Blok D-4","uploads/cirebon2026/laporan_susukan_2200.jpg","-6.6368101","108.3949986","2025-07-19 22:42:29","selesai"
"2202","Jl. Pesisir Gudang Garam Babakan KM 10 Blok A-68","uploads/cirebon2026/laporan_babakan_2201.jpg","-6.8660626","108.730816","2025-04-07 15:08:23","diterima"
"2203","Jl. Pasar SMA Weru KM 18 Blok F-58","uploads/cirebon2026/laporan_weru_2202.jpg","-6.7047062","108.4923629","2025-08-10 11:00:13","diterima"
"2204","Jl. Raya Sawah Beber KM 15 Blok E-64","uploads/cirebon2026/laporan_beber_2203.jpg","-6.7937258","108.5319714","2024-11-16 00:07:47","selesai"
"2205","Jl. Pasar Pasar Pasaleman KM 12 Blok A-98","uploads/cirebon2026/laporan_pasaleman_2204.jpg","-6.9193001","108.7597074","2025-02-14 17:10:57","diperbaiki"
"2206","Jl. Kabupaten Balai Desa Gunungjati KM 1 Blok A-61","uploads/cirebon2026/laporan_gunungjati_2205.jpg","-6.6792826","108.5464804","2025-12-02 12:45:35","diterima"
"2207","Jl. Raya Masjid Agung Sedong KM 11 Blok F-43","uploads/cirebon2026/laporan_sedong_2206.jpg","-6.8685423","108.5219811","2024-10-31 23:49:51","ditolak"
"2208","Jl. Penghubung Perumahan Kaliwedi KM 1 Blok F-83","uploads/cirebon2026/laporan_kaliwedi_2207.jpg","-6.6039771","108.3927887","2024-09-10 06:38:52","diperbaiki"
"2209","Jl. Pertanian Balai Desa Kaliwedi KM 5 Blok D-51","uploads/cirebon2026/laporan_kaliwedi_2208.jpg","-6.6136008","108.3800313","2024-03-02 05:27:05","diterima"
"2210","Jl. Raya Pelabuhan Babakan KM 13 Blok A-94","uploads/cirebon2026/laporan_babakan_2209.jpg","-6.8675768","108.706568","2026-03-16 16:32:18","selesai"
"2211","Jl. Irigasi Lapangan Pabuaran KM 2 Blok C-2","uploads/cirebon2026/laporan_pabuaran_2210.jpg","-6.8973362","108.6734738","2024-07-29 04:04:19","ditolak"
"2212","Jl. Irigasi Terminal Sumber KM 14 Blok G-98","uploads/cirebon2026/laporan_sumber_2211.jpg","-6.7494989","108.4784769","2025-04-26 14:24:33","diterima"
"2213","Jl. Lingkungan Sawah Pabedilan KM 16 Blok D-67","uploads/cirebon2026/laporan_pabedilan_2212.jpg","-6.9028827","108.8282838","2025-02-05 17:33:46","selesai"
"2214","Jl. Kabupaten Pasar Babakan KM 12 Blok E-13","uploads/cirebon2026/laporan_babakan_2213.jpg","-6.8801827","108.7191126","2026-04-19 17:50:33","diperbaiki"
"2215","Jl. Lingkungan Sentra Batik Depok KM 5 Blok A-20","uploads/cirebon2026/laporan_depok_2214.jpg","-6.7080119","108.4537009","2025-03-12 07:25:22","diterima"
"2216","Jl. Raya Perumahan Panguragan KM 12 Blok B-79","uploads/cirebon2026/laporan_panguragan_2215.jpg","-6.6610368","108.4626059","2026-04-06 03:24:25","diterima"
"2217","Jl. Irigasi SMP Ciledug KM 15 Blok A-68","uploads/cirebon2026/laporan_ciledug_2216.jpg","-6.90635","108.7555545","2026-03-19 12:48:42","selesai"
"2218","Jl. Lingkungan Sawah Gebang KM 3 Blok G-16","uploads/cirebon2026/laporan_gebang_2217.jpg","-6.8303451","108.7250946","2024-07-27 13:55:39","selesai"
"2219","Jl. Irigasi Masjid Agung Kapetakan KM 8 Blok G-26","uploads/cirebon2026/laporan_kapetakan_2218.jpg","-6.596256","108.5266024","2024-11-15 00:34:52","diperbaiki"
"2220","Jl. Pertanian Kantor Kecamatan Susukanlebak KM 11 Blok D-37","uploads/cirebon2026/laporan_susukanlebak_2219.jpg","-6.8260743","108.6169943","2025-08-17 22:07:48","diterima"
"2221","Jl. Lingkungan SMA Mundu KM 18 Blok B-59","uploads/cirebon2026/laporan_mundu_2220.jpg","-6.7771736","108.6021943","2025-02-26 04:26:25","diterima"
"2222","Jl. Sekolah Tanggul Beber KM 12 Blok C-34","uploads/cirebon2026/laporan_beber_2221.jpg","-6.7930276","108.5232341","2024-06-02 17:25:43","diperbaiki"
"2223","Jl. Pesisir Masjid Agung Arjawinangun KM 13 Blok A-30","uploads/cirebon2026/laporan_arjawinangun_2222.jpg","-6.6323776","108.4121019","2025-09-30 00:49:16","diterima"
"2224","Jl. Pertanian Lapangan Sedong KM 16 Blok F-79","uploads/cirebon2026/laporan_sedong_2223.jpg","-6.8603368","108.5175122","2024-03-06 09:29:06","diterima"
"2225","Jl. Raya Perumahan Pasaleman KM 6 Blok E-17","uploads/cirebon2026/laporan_pasaleman_2224.jpg","-6.9335776","108.7832807","2025-10-09 12:48:04","diperbaiki"
"2226","Jl. Pasar SMA Depok KM 13 Blok E-68","uploads/cirebon2026/laporan_depok_2225.jpg","-6.7160083","108.4784973","2024-07-13 23:34:47","diperbaiki"
"2227","Jl. Pasar Terminal Kapetakan KM 8 Blok H-97","uploads/cirebon2026/laporan_kapetakan_2226.jpg","-6.6010906","108.5149662","2026-01-13 21:44:29","diterima"
"2228","Jl. Sekolah Sentra Batik Gunungjati KM 14 Blok C-94","uploads/cirebon2026/laporan_gunungjati_2227.jpg","-6.6607154","108.5641732","2024-02-19 18:47:28","diperbaiki"
"2229","Jl. Desa Tambak Susukan KM 3 Blok C-55","uploads/cirebon2026/laporan_susukan_2228.jpg","-6.6322611","108.3975985","2026-03-20 22:57:56","selesai"
"2230","Jl. Kabupaten Sentra Batik Astanajapura KM 15 Blok C-85","uploads/cirebon2026/laporan_astanajapura_2229.jpg","-6.8065723","108.6233867","2024-08-10 07:20:19","ditolak"
"2231","Jl. Lingkungan Perumahan Kaliwedi KM 5 Blok C-29","uploads/cirebon2026/laporan_kaliwedi_2230.jpg","-6.6155334","108.3936829","2025-06-03 08:59:37","selesai"
"2232","Jl. Pesisir Sentra Batik Babakan KM 6 Blok B-39","uploads/cirebon2026/laporan_babakan_2231.jpg","-6.8624255","108.7222665","2024-03-14 17:35:26","diperbaiki"
"2233","Jl. Pesisir Sawah Weru KM 13 Blok H-86","uploads/cirebon2026/laporan_weru_2232.jpg","-6.7089546","108.4901987","2025-12-16 05:52:22","diperbaiki"
"2234","Jl. Raya Tambak Palimanan KM 9 Blok A-91","uploads/cirebon2026/laporan_palimanan_2233.jpg","-6.7039775","108.424426","2025-03-24 08:35:44","ditolak"
"2235","Jl. Penghubung Sawah Talun KM 12 Blok G-66","uploads/cirebon2026/laporan_talun_2234.jpg","-6.7562811","108.5181641","2025-03-27 00:01:12","diperbaiki"
"2236","Jl. Pasar Masjid Agung Tengah Tani KM 16 Blok D-4","uploads/cirebon2026/laporan_tengah_tani_2235.jpg","-6.6980281","108.5329587","2025-10-19 03:42:31","selesai"
"2237","Jl. Desa Makam Sunan Panguragan KM 1 Blok F-60","uploads/cirebon2026/laporan_panguragan_2236.jpg","-6.6564824","108.4594695","2024-01-30 07:36:15","diterima"
"2238","Jl. Pasar Gudang Garam Greged KM 17 Blok H-59","uploads/cirebon2026/laporan_greged_2237.jpg","-6.8068523","108.5509956","2024-04-26 17:29:18","diperbaiki"
"2239","Jl. Irigasi Gudang Garam Susukan KM 3 Blok A-76","uploads/cirebon2026/laporan_susukan_2238.jpg","-6.6141215","108.3778314","2026-01-28 02:23:16","selesai"
"2240","Jl. Raya Masjid Agung Pangenan KM 14 Blok H-22","uploads/cirebon2026/laporan_pangenan_2239.jpg","-6.8021057","108.6757804","2024-10-17 19:31:04","diterima"
